timestamp,tweet_text,username,all_hashtags,followers_count
2020-04-26 07:50:09,"b""@Cont666 @NeilGroom1 @AndrewLoeschner @cdelvallejr Just as I've stated ..there are factors which made mental illness a problem in this generation....people in the 19 century didn't have so much drug problem or instagram to reduce ones self esteem and others ..""",b'33_Bandit',[],131
2020-04-26 06:44:36,"b'My fyp be mental illness, gay, witch, drug, and occasionally funny... what\xe2\x80\x99s yours?'",b'ratchetxrain',[],27
2020-04-26 05:21:30,"b'@hafataloguam56 @MSNBC Exactly help ourselves, the issue is the government has trampled civil rights and will not allow people to provide for their family through work.  Which will lead to suicide, domestic abuse, drug addiction, mental illness and crime.'",b'TalonJMurray',[],12
2020-04-26 04:14:57,"b'Rappers always get trashed because of their drug use, but mental illness is so taboo in communities of color. I just keep hearing more and more songs with PTSD themes and idk. Maybe it\xe2\x80\x99s time to recognize that these men are a result of the abuse and trauma they endured.'",b'sashaheaux',[],20
2020-04-26 04:11:54,"b'""Prisons do not disappear social problems, they disappear human beings. Homelessness, unemployment, drug addiction, mental illness and illiteracy are only a few of the problems that disappear from public view when the human beings contending with them are relegated to cages"" - AD'",b'delasoul313',[],106
2020-04-26 03:44:51,b'@MacroFour My bias towards facts?  Chloroquine is a safe drug that has been around for decades and has been proven effective against the Wuhan virus. Fish tank cleaner is poison. Mental illness exists. You didn\xe2\x80\x99t lie. You lack candor.',b'Sweet_Tea71',[],85
2020-04-26 02:17:07,"b'@GlobalBC @jarmstrongbc Shuffling people temporarily into hotel rooms solves nothing.  The root problems are drug addiction and mental illness.  What are we doing to resolve those issues?  We are reviving addicts with Naloxone and then giving them more opioids, without any kind of intervention.'",b'DarrenReiter',[],33
2020-04-26 02:11:03,"b'I\xe2\x80\x99ve met so many cool amazing people who are homeless on the street and a lot of their stories start from corrupt family, poverty, mental illness and drug addiction'",b'AYinDaCut',[],24
2020-04-26 01:03:29,"b'Weed is NOT a gateway drug. People drowning in trauma is the gateway. Due mental illness, pain, and not seeing the light at the end of the tunnel,many people chose to try drugs such as crack and heroine. Plain marijuana is not addicting,does not cause overdose or body break down. https://t.co/SNuzgKTXNF'",b'itgirl_karmella',[],80
2020-04-26 00:33:14,b'@jackTroy5 @mtlawmiami @yo_its_simba I agree.  It also prevents further harm to others as well.  The problem is because of mental illness and drug addiction they often refuse.  It is a multifaceted problem and requires a multifaceted response.',b'LizzieluGreen',[],521
2020-04-25 23:18:44,"b'@ShaneLSimpson They will destroy hotels, get evicted, become homeless, and return to the same parks.   Housing is not a medicine for mental illness and drug addiction.'",b'vancadian',[],56
2020-04-25 21:21:41,"b'@realDonaldTrump I saw him look right at her and there was no one else there. So, can we talk about hallucinations as a symptom of his drug use or mental illness now?'",b'chelleyluna',[],93
2020-04-25 20:52:24,b'THISSS!!! people need to understand that! no addict ever actually WANTED their drug use to get so bad. they just want to escape from their pain/trauma/mental illness. and \xe2\x80\x9cjust say no\xe2\x80\x9d ...no one ever pressured me into using. i just... did. on my own. drugs aren\xe2\x80\x99t the real problem https://t.co/QR6fTrmTQQ',b'yomarisa',[],4721
2020-04-25 20:44:08,b'@PoliticalAnim13 About as long as they  hid trumps mental illness and drug addiction',b'judybethy',[],240
2020-04-25 20:37:37,"b'@LondonBreed Agreed. ""Hotel workers"" (SRO\'s, shelters, etc) deal with layered issues; mental illness, drug addiction and homelessness - they need security, training, case management. It is not just simply housing them. This issue has been neglected for far too long.'",b'LailokenACS',[],479
2020-04-25 20:35:16,"b'@CTVToronto Stand up for your rights, good for them to protest! We are all "" essential "" in whatever we do. Enough is enough open up the economy, this covid "" shutdown "" will creat more damage then imaginable, alcohol and drug abuse, mental illness, domestic violence will destroy more lives.'",b'nsalvatore43',[],0
2020-04-25 19:47:09,b'@AlexBerenson @GovMurphy How many New Jerseyans will lose their lives because of your draconian lock down orders? Have you even considered their long term effects on mental illness and drug abuse?',b'Paintdrjr',[],24
2020-04-25 19:30:23,"b'Don\xe2\x80\x99t let Democrats and media blame this on the virus. The homeless population has been abysmal going back 14 years now. It\xe2\x80\x99s been growing because of high taxes, high rents, mental illness and drug abuse. Democrat cities own this not some one- out virus epidemic. https://t.co/7mqX29i5di'",b'leepd84',[],2616
2020-04-25 19:24:02,"b'@Johnny_Joey Prepare to see spikes in child abuse, domestic abuse, violent crimes, drug &amp; alcohol addiction, mental illness, and suicide. All because we\xe2\x80\x99ve moved the target from flatten the curve to an impossible level of testing to zero new cases.'",b'RVA_dave',[],126
2020-04-25 18:50:45,"b'@nbcbayarea Consequences of shelter in place orders:  Suicide Domestic violence Child abuse  Alcohol abuse Drug overdose  Dying alone at homes or hospitals  Families cannot visit loved ones in nursing homes and hospitals  Mental illness Anxiety, isolation, depression, anger.  #ReopenAmerica https://t.co/DLVThaitge'",b'warriorbrideGOD',['ReopenAmerica'],129
2020-04-25 18:15:10,b'@jobseekerscreed @DeLordEmperor @mobytoolz Some smoke weed for about 20years before their mental illness. And then some say they smoked one year or 6months then started doing crazy things. Hence we advise that people who do not smoke weed or any drug should not try it just because someone has been smoking it for ten years',b'MAHLE57710058',[],934
2020-04-25 17:31:23,"b""@bryce_tatroe @darkwolf514 @Setmagad @thetroybarnes1 @fakenewsagain Most of them couldn't until they address the reason they're homeless. Mental illness and drug dependence. They're the vast majority of long term homeless, and they have little to offer in way of productivity as they are.""",b'JohnNix40253791',[],15
2020-04-25 17:10:09,b'@SamitSarkar @atrupar Change idiocy/incompetence to mental illness and drug addiction.',b'UnaffiliatedVtr',[],3
2020-04-25 17:00:26,"b'Dr. Drew Pinsky\xe2\x80\x99s take on the real issues of homelessness, drug addiction and mental illness in California.   #lawenforcement #policeofficers #calpeaceofficer #police https://t.co/gnLFklXEjM'",b'CalPeaceOfficer',"['lawenforcement', 'policeofficers', 'calpeaceofficer', 'police']",5278
2020-04-25 16:35:06,"b'Yes I was in a mental hospital for spiritual warefare and demonic attacks NOT drug abuse and mental illness, what y\xe2\x80\x99all tried to use in court BUT lost. Case dismissed!!! https://t.co/VDQLHBEguH'",b'all_abt_krys',[],927
2020-04-25 16:01:24,b'@robreiner You are the one with the mental illness and drug problem',b'miketd61',[],319
2020-04-25 15:41:31,b'#NastyNancy will say or doing anything to further her political agenda. #Lying is merely a tool to move the agenda forward.  She has the signs of someone w/ a drug and/or alcohol problem; it may also be some sort of mental illness. Time for @SpeakerPelosi to go home. #PelosisEvil https://t.co/NuTWE6AbAG',b'cainmarkj',"['NastyNancy', 'Lying', 'PelosisEvil']",5235
2020-04-25 15:26:44,"b'@activistmanny @Giftama_ Weed is not a gateway drug. Untreated and unresolved, trauma, abuse, mental illness, etc are the gateway. We have to start making our children, friend, loved ones feel comfortable talking and opening up and getting them the help they need early before it spirals out of control.'",b'Monique22834015',[],156
2020-04-25 14:59:41,"b'Too many articles on solving homelessness paint the problem as one of affordable housing.  How can anyone ignore the VERY LARGE component of drug addiction and mental illness, which varies by region, in some areas being 90% of homeless?   https://t.co/uN9BqOPoaE'",b'ZombieHomeless',[],792
2020-04-25 12:47:26,"b'@DraftTulsi Yes,  I think though that if a person knows they have a problem its their responsibility to seek help,  but sometimes a person has a mental illness on top of drug addiction in which case they need another person to step in and help them'",b'littlehannibee',[],60
2020-04-25 12:42:36,"b'Charlotte Salomon is an overlooked artist from Berlin. She was gassed to death in Auschwitz at 26 and her work \xe2\x80\x98chronicles the genesis of an artist from a family of dark secrets\xe2\x80\x94mental illness, molestation, suicides, drug overdoses, and Freudian love triangles\xe2\x80\x99. 1/5 https://t.co/Qgcap48P50'",b'HelenBlejerman',[],1564
2020-04-25 10:49:56,b'@Giftama_ this child needed help when she was in college and most likely before she went to college to have been a protective and preventative factor for her drug use in college drugs are often a coping mechanism to escape reality cope w trauma or treat mental illness without help',b'lOlaCOCAINE_',[],1965
2020-04-25 08:26:37,b'This is what bothers me about the #dtes portapotty: a homeless woman with a potential drug addiction and possible mental illness had limited choices to deal with her situation. Is it conceivable she didn\xe2\x80\x99t have a room of her own with a bathroom? Probably.',b'angelabsurdist',['dtes'],1298
2020-04-25 05:02:34,"b""https://t.co/cWKB97k1PV this lockdown could lead to drug use and mental illness for a lot of people and imagine the costs. People die. Let's be adults and go back to work and accept some things are lost causes. I've been worried about this since January and I'M FUCKING DONE.""",b'EMILLIOOOOOOOO',[],0
2020-04-25 04:30:32,"b'@HunniBPrincess @YouTube I\xe2\x80\x99ve also heard drug abuse can cause mental illness. I\xe2\x80\x99m not sure which came first, the mental illness or the drug abuse. Either way, her story is amazing, heartbreaking, and sobering.'",b'La_jeune_fille',[],1248
2020-04-25 03:30:39,b'@slimishjim @tyrone_brother He actually offered to walk her to the mental health center in the area but she refused. She said in the interview that she has been several times but ends up leaving by her own will because they don\xe2\x80\x99t offer her drug if choice there. Drug use and mental illness do not mix well.',b'OhHeyNikkiiii',[],139
2020-04-25 02:49:07,b'@kaylaahalv @princ3ssbubbles @iPickYoAnklez @yeezydemiks @Younghoncho Well those who do it to cope with mental illness it\xe2\x80\x99s a form of drug abuse and they need help and I understand not everyone can get the access to getting into drug rehab centers as you mentioned and it is hard for some people to willingly go to rehab themselves',b'xdxdredx',[],295
2020-04-25 02:43:23,"b""@samuelclemmett @shereenskee Khan ,Stalin ,Hitler drug fuelled on amphetamine etc  Stalin has been said to be the worse by many historians so I READ all had severe mental illness apparently not MY WORDS and look  now .....  I just pray that US gets SOMEONE who's mentally stable and make good at something \xf0\x9f\x99\x8f""",b'sharon58642664',[],2179
2020-04-25 02:23:05,"b'Shoutout to the @espn producer who thought ""uncomfortably emphasizing family deaths, drug abuse and mental illness"" was the way to really get people excited about the #NFLDraft this year.'",b'SpencerFarrin',['NFLDraft'],787
2020-04-25 01:57:56,"b'If you are a child of God: Mental illness has no power over you. Pornography has no power over you.  Drug abuse has no power over you.   Alcoholism has no power over you.  Physical, emotional, and sexual abuse have no power over you.  Who the Son sets free is free indeed.'",b'Tay_Baker',[],1446
2020-04-25 01:37:39,b'@SteveSchmidtSES I believe Trump is a drug user Which explains his lack of critical thinking. Although I think the drug use is just one part of it. He was born damaged. He is mentally unstable and has had mental illness from the beginning of his life. Why would anyone expect this man to change',b'sherry51942987',[],5
2020-04-25 01:04:23,"b'@imaleda73 @4YrsToday What color are the states with the highest rates of homelessness, drug abuse and mental illness and the lowest high school graduation rates? Blue'",b'redgottie',[],7212
2020-04-25 00:18:31,"b'@fuckyeah_Collin @Chrisp1776 @kcranews The US had people committing suicide over racism, homophobia, transphobia, domestic abuse, mental illness, poverty, hopelessness, and drug overdoses and many other things. Many will commit suicide when they lose a loved one to this disease. But you ignore those'",b'mxyzptlk_sac',[],180
2020-04-24 23:17:56,"b'@BillyBr43926727 Isn\xe2\x80\x99t it time this truck driver spoke! A medical condition and drug paraphernalia in his truck,is being drugged out a medical condition! No it will be a mental illness'",b'JCB139',[],51
2020-04-24 22:47:01,b'@collard_greens @Richard_Vixen Calling out behaviour like yours is how we can curb these problems and not further normalize them. Your words and contributions to the culture of excessive recreational drug use to treat mental illness can LITERALLY kill young people. YOUR WORDS HAVE CONSEQUENCES!',b'larryonwheels',[],130
2020-04-24 22:35:27,b'@goodyweaver @Laura_Britt_ @DVNJr Most of these people choose to do so and for varying reasons including drug addiction and mental illness.',b'atwaSDOK',[],178
2020-04-24 22:08:39,"b""@citazworld on top of that, to put this off as solely drug addiction is reckless as hell. the poor girl said her father is a molester and she's a sex worker, who knows what she's been through and the PTSD/mental illness she may have.""",b'rebeccaisdope',[],2216
2020-04-24 21:19:22,"b'""When I was a teenager, I lost my father to mental illness and drug addiction. I\'m committed to ensuring no one has to try to overcome those conditions or others while living on the street."" Thank you, @SamChasePDX!  \xf0\x9f\x91\x89\xf0\x9f\x8f\xbe\xf0\x9f\x91\x89\xf0\x9f\x8f\xbf\xf0\x9f\x91\x89\xf0\x9f\x8f\xbcPledge to Vote YES: https://t.co/oEV45lFeGZ https://t.co/m0LONATdUm'",b'HereTogetherOR',[],1780
2020-04-24 21:15:13,"b'I really love Juice WRLD\xe2\x80\x99s new song. His music got me through some really dark, shitty and difficult times. It\xe2\x80\x99s so sad to see how things ended for him. Mental illness and drug addiction are something we need less stigma surrounding and more honest, open conversation about https://t.co/JQQtTbarig'",b'BrugKyle',[],485
2020-04-24 20:51:04,"b'@christineomg5 PS I don\'t use terms like ""mental illness"" as P$ychiatry\xf0\x9f\x92\x8a use their powers to drug and abuse people while destroying lives.  Huge cocktails of unethically overused drugs. Innocent people locked away. Lives &amp; careers ruined. Bye. https://t.co/pYEEAisTbT'",b'amobeirne',[],2578
2020-04-24 19:19:35,b'@matthewamiller Lots of words to say that Trump has serious issues with mental illness and drug addiction. Why not do some reporting on that?',b'UnaffiliatedVtr',[],3
2020-04-24 18:48:31,"b'@FLOTUS Thank you for all your doing to help with the opioid epidemic and other drug addictions. Too many individuals and families are suffering from this. Also, we need more criminal justice reform. Most people in prison have some drug related issues or mental illness.'",b'Michellej1020',[],3
2020-04-24 18:17:13,"b'""Three-fourths of people detained pretrial are accused of property, drug, or other nonviolent offenses, most often ensnaring low-income people and people suffering mental illness or addiction."" https://t.co/p7budQizte https://t.co/EvMswp7gO4'",b'NAPD2013',[],4278
2020-04-24 17:43:52,"b'@iNtuiTionLLC @brooklynbabey_ @monnieomni @janasiaxmarie @amitygirll Bc like a drug addict, mental illness is never \xe2\x80\x9cfixed\xe2\x80\x9d. You can only adjust your life to silence it. And transitioning could be what saved her life but that doesn\xe2\x80\x99t mean that she won\xe2\x80\x99t still have days where the fight is harder.'",b'evoL_redruM',[],39
2020-04-24 16:48:57,b'Seeing someone going through mental illness and drug withdrawal during COVID-19. \xf0\x9f\x98\xab',b'AdosGrievances',[],1671
2020-04-24 16:39:09,"b'@NeilGroom1 @AndrewLoeschner @cdelvallejr People of previous generations do not experience mental illness as much as we do .. I.e drug abuse ,weak mindedness  and weak immune system due to poor eating habits.. ..people of previous gen were more conservative and family oriented and no pre marital sex wasnt a norm'",b'33_Bandit',[],131
2020-04-24 15:51:10,"b""@FinlayGames @S3LF_MAD3_WOMAN @mementomorei @Kinysis I get it, the world revolves around you and your mental illness is the worst etc but wouldn't you want treatment that didnt have such harmful side effects? If you are as mentally ill as you claim wouldn't you be outraged at the doctors and drug companies taking advantage of u?""",b'vogel_eloise',[],10
2020-04-24 15:27:37,"b""@Dibs711 @darylgibson @jvedmond @jwilliamcarroll @JoshBBornstein How to fix children's home lives: fix alcoholism and drug addiction and mental illness.""",b'Marilynrules1',[],579
2020-04-24 15:21:08,"b""@HamiltonMorris I'm really interested in chemistry and the pharmacology and pharmacodynamics of designer molecules I have done every drug besides DMT I'm a psychonaut but really want to get into a career in chemistry to discover new pharmaceutical molecules for mental illness!!!""",b'JokerJacob99',[],272
2020-04-24 14:24:32,"b""@TerryTyler4 A real shame it's cancelled. As an ex-ice dancer I really loved the skating sequences. But there was a lot else: dealing with mental illness, spectacular bitchery, some sex, a bit of drug abuse, some stuff involving older men and very young girls. Everyday life at most rinks. \xf0\x9f\x98\xb2""",b'TomCW99',[],1455
2020-04-24 12:34:49,"b'@KyleHellFyre @vanity_babe @FireOBrien2020 @khaabbyy @CamLowkey_ Girl, mental illness and anxiety runs in people\xe2\x80\x99s families that can be exacerbated by weed, which IS a drug, it fucks with my head whenever I try it and has given some of my family full blown episodes of paranoia and violence lmao get the fuck out of here with that bullshit'",b'localsadgay',[],448
2020-04-24 11:12:31,"b'@wcqoz @PrayersforC @ItsZaeOk @AsToldByKenya it can often be the result of eating disorders like binge eating most bad habits are mental including drug addiction. whether you want to call it ""mental illness"" is another discussion but it definitely has to do with the mind and emotions'",b'its_myw0rld',[],437
2020-04-24 10:07:27,"b'@3DMathW @IainDale @LBC @emmakennytv I think mental illness is a multifaceted reaction to the social environment so in certain regards there is a one size fits all answer.  Sexual, religious and emotional abuse, school exams, job insecurity, poverty, loneliness, drug dependency etc are all social problems.'",b'CapitalistFraud',[],465
2020-04-24 09:09:28,"b'Hemp will destroy SD. If effect you legalize marijuana when you grow hemp. Not enough market for the product. There would be an explosion of illegal drug use, a huge rise in violence and mental illness. That doesn\xe2\x80\x99t even include the brain damage to young developing minds. https://t.co/ompSGbHGrj'",b'Sherrae1953',[],135
2020-04-24 06:07:25,"b""@EricEarly_CA @SaraCarterDC @JackPosobiec As clueless as Garcetti and the rest of the Dem clowns are, a good majority of the people who are homeless want to be. Unfortunately, they chose this because of drug addiction and/or mental illness. If the Dems  REALLY want to help them, it's more than just a motel room!""",b'doyoufollowJC',[],1722
2020-04-24 05:28:37,"b'@Edantes112 @DWDrummer13 If they would treat the addiction and/or mental illness, \xe2\x80\x9cmost\xe2\x80\x9d would be absorbed back into society.  We need to spend money on mental health facilities.  When you stop enforcing minor crimes and don\xe2\x80\x99t do drug enforcement, you\xe2\x80\x99ve lost a lot of leverage'",b'SoCalNow3',[],6415
2020-04-24 05:20:40,"b""@JollyMollyRoger @GotJanie @AmericaFightHim Intrusive thoughts can be (tho not on their own) a sign of mental illness. They can be benign intrusive thoughts that compromise your quality of life.   As well, people who aren't mentally ill do think up and act on harmful thoughts. Such as suggesting people take a drug...etc.""",b'TaterSaladJD',[],780
2020-04-24 04:55:46,b'@gabydunn My bully ended up having a severe mental illness. Got pregnant at 15. Was a drug addict. Fought to regain her life and is currently a lovely mother and dentist who I follow on socials and say hello to irl. She literally cut chunks from my hair in 7th. Forgiveness is healing.',b'kaylakillshot',[],50
2020-04-24 04:39:12,"b'@KaraAsVeronica Much of my experience with mental illness are anxiety, psychosis (whether natural or drug induced), PTSD, depression. Failure to trust in the lord can lead to anxiety and depression. Life filled with the sacraments can help cure mental health.'",b'RC_Cdn_Patriot',[],193
2020-04-24 03:45:49,"b""@MrAndyNgo the LGBT community is a very violent community, riddled with mental illness and hard drug use.  it's because of this community that Oregon had to put out an ass to mouth CV transmission warning.""",b'TroubleNameis',[],11
2020-04-24 02:12:33,"b'@MollyJongFast There is something clinically wrong with this man. His pressured speech and aggressive approach is indicative of serious pathology. Mental illness? Drug abuse? Personality disorder? A combo? But something is VERY wrong, SHUT HIM DOWN and get him help.'",b'JudeResists',[],11
2020-04-24 01:20:50,"b'@DatelineNBC Some peoples just don\xe2\x80\x99t have any respect for life, I surely believe it\xe2\x80\x99s mental illness. The government needs to give peoples some type of mental illnesses test, give them drug test, and mental evaluation when they first started committing crimes, if so rehab them for treatment'",b'chared83',[],20
2020-04-24 01:13:05,"b'@Valerieissingle That\xe2\x80\x99s what I say. No one should be homeless. In CO, I saw plenty. Most have a mental illness, several are drug abusers, and the rest are people who are evicted from apartments because they have to chose between rent and food.'",b'sparklingwolf',[],316
2020-04-24 00:48:41,"b'@ScienceJerk1 @nytimes @RealMattCouch What makes you think that \xe2\x80\x9cpollution, toxins, drug abuse, malnutrition and mental illness\xe2\x80\x9d are common in New York? That just isn\xe2\x80\x99t true.'",b'newbal123',[],256
2020-04-24 00:28:15,"b""@nytimes @RealMattCouch Uhm. Not to start trouble, but don't most people over 50 have at least one chronic health problem? Add to that it is New York where pollution, toxins, drug abuse, malnutrition, and mental illness are common? I'm surprised they didn't hit a 99% mark. \xf0\x9f\xa4\x94""",b'ScienceJerk1',[],172
2020-04-23 23:09:25,"b""Sad that this year I was actually going to grow some ovaries, and try to sort out my mental illness/drug use... Now that my daughter is an adult, and can't be 'taken off me', I can finally be honest... Having to lie to sound 'less mental' was absolutely exhausting""",b'BannedBtchBants',[],266
2020-04-23 22:45:12,"b""@dawntreading Usually it does most sex workers don't want to be sex workers have started before age 18 have been raped and abused suffer from mental illness and suffer from drug abuse""",b'ic3peakspussy',[],65
2020-04-23 22:16:06,b'@CaslerNoel @PressSec Follow @DrGJackBrown to learn about Donald Trump\xe2\x80\x99s drug addiction and severe mental illness.  Dr. Jack Brown\xe2\x80\x99s analysis of Trump\xe2\x80\x99s behavior is fascinating \xe2\x80\x94 and terrifying.',b'plus_change',[],29
2020-04-23 20:47:45,b'My parents deciding to have children despite one of them having a family history of mental illness spanning over the past 5 generations and the other being a type one diabetic with other diabetic members of his family and BOTH of them being regular drug users https://t.co/CY0z7Ctxum',b'kittieboys',[],151
2020-04-23 19:57:24,"b'@usedtobejune @BriscoeCain I agree. Those that don\xe2\x80\x99t get we\xe2\x80\x99re likely to lose more to the mental illness, abuse, suicide, and drug overdoses by continuing this aren\xe2\x80\x99t paying attention'",b'JasonVaughn',[],1827
2020-04-23 19:35:53,"b""@cornopolous1 @ShannonGroveCA @GavinNewsom Fascinating, because Hoag's director says OC is on the backside of the curve. Highlights CV as contributing to mental illness, domestic violence, child abuse, and increase in drug abuse.  He calls it 'the fear virus'. Is he not scientific enough for you?  https://t.co/PVu6exNMCU""",b'AndiHK',[],651
2020-04-23 18:26:28,b'@k_a_c_89 @Awesome__Dawson @BenRogers Or they may commit suicide. Or develop all sorts of self-destructive habits and behaviors because of mental illness or depression. Drug addiction. Starvation. Manutrition. There are risks with either option. People are entitled to make their own personal choices.',b'MacJuvyLSG',[],93
2020-04-23 17:59:13,"b""Break the habit of your mental illness and don't suffer in silence.  Most drug addicts and alcoholics have a mental illness like I do.  There's no shame in taking meds if your body can't produce certain chemicals.  So man the fuck up and seek help if you need it.""",b'cdcoy7',[],6486
2020-04-23 17:49:37,"b'@dazeykins @elliegirl532 @worldofchanxes Yes exactly. -to reply to both of your responses- I agree!!! They take everything Demi says as \xe2\x80\x9cshade\xe2\x80\x9d toward Selena and Taylor when it\xe2\x80\x99s not even close. Some even stoop so low that they make fun of her mental illness, eating disorder and drug addiction. Which is disgusting.'",b'CattIsANerd',[],510
2020-04-23 17:41:11,"b'There\xe2\x80\x99s nothing wrong with saying   \xe2\x80\x9cHey, young gays appear to be making Onlyfans accounts at an alarming rate. This trend should be monitored for a demographic already at high risk of mental illness, homelessness, and drug abuse\xe2\x80\x9d'",b'firesignwoes',[],1554
2020-04-23 15:34:13,"b'@NRA Hmmm....add the recipe of mental illness, drug or alcohol addiction, depression,spouse leaving, losing job, loss of family and being alone (pick one) and feeling hopeless...you may want to harm yourself or others...in which case, should you be walking around all day with a gun??'",b'hnewhnew',[],79
2020-04-23 15:05:15,"b'@roIIingstcnes as in kurt cobian? like deadass, kurt ended his own life out of like a combination of stress, mental illness and drug abuse. people who bring up kurt in order to affirm their own bigotry are so gross. kurt was literally a massive advocate for the LGBTQ/women rights!.'",b'britpopslut',[],408
2020-04-23 13:53:36,b'@piersmorgan Yep! If this were a war with guns and tanks they would do it. They should also go into the homes of the people who are dealing with mental illness and drug addiction and see what their TDS lies and data manipulations are doing to those ppl.  Their lives matter too.',b'MissGracieCat2U',[],919
2020-04-23 13:48:44,b'@snowkitty19891 @NEWS1130 Agree but vast majority of the mental illness are the result of the drug and alcohol addiction. No doubt! Leaving the addicts to clean themselves is not working. Most of them are unemployable now.  Sad but true.',b'DDeleet',[],16
2020-04-23 13:15:09,b'@ZR1Trader And I definitely know more about mental illness than Peter Theil and drug pushing psychiatrists',b'M7ammad5awaja',[],85
2020-04-23 12:45:49,"b'@EllenBarkin This is why people laugh at clowns like you. When a shit for  brains actress comes forth with an outrageous statement - the evidence points to sever mental illness, drug and alcohol abuse or a serious genetic disorder. Stick to what you do best - inmate the world around you-'",b'native_wetase',[],35
2020-04-23 12:40:16,"b""@bigalchitown @RacySicilian @go4itbas This is how people excuse bad behavior. Mental illness. Then let's go ahead and drug the kid up so that as an adult, we have yet another druggie or worse a kid that kills himself as a side effect from these drugs. OR how bout you just whoop his butt and hold him accountable?""",b'Kellyann962',[],1513
2020-04-23 11:00:24,"b'@mikeandersonsr The exponential toll in suicide, stress related/ alcohol/drug/deaths, murders, increased mental illness, and on and on not to mention homelessness &amp; hopelessness emphasizes "" poorly conceived"" but I would add unneccesary and suspect'",b'FrankBrun1',[],10013
2020-04-23 06:33:57,b'Welcome to PH! where drug lords and corrupt politicians get to enjoy their lives full of wealth but a man that has mental illness roaming around without a piece of paper is murdered. #JusticeForWinstonRagos',b'JoachimMihcaoj',['JusticeForWinstonRagos'],128
2020-04-23 04:50:31,b'@GrifBruh @taraewatkins @creepshow2020 @freakmommy then my apologies. Your og comment rly reads like \xe2\x80\x9cppl with unknown tendencies towards mental illness don\xe2\x80\x99t count\xe2\x80\x9d and that upset me bc those are the people who are the most hurt by drug abuse.',b'apbeeZah',[],143
2020-04-23 04:42:03,"b'@Greenideblonde2 @ImAResistor @Trump_Detester Dilated pupils, flat affect, rambling and incoherent speech patterns; all signs of either drug intoxication, mental illness, or status post CVA.'",b'HeatherHeitman2',[],34
2020-04-23 03:18:34,"b'@mamendoza480 Mental illness will be the back door to Dems taking away 2ndA rights. Take any prescribed drug that ""may alter"" emotions and you will be put on the no gun list. As well as everyone that lives in the same house.   Sneaky bastards they are.'",b'Glenburns3',[],1706
2020-04-23 01:41:20,b'Issa difference between Mental Illness and drug addiction. Mfs be perfectly fine then get on drugs and have all these issues. Y\xe2\x80\x99all jus giving drug addicts excuses at that point. Know the difference before you label one with a so called mental illness.',b'espn_seb',[],21
2020-04-23 01:28:22,b'@citykoh @NewNaratif man the number of \xe2\x80\x9cdemocrats\xe2\x80\x9d in hawaii who wanna gleefully champion singaporian solutions to social services challenges like mental illness and drug addiction among our homeless population...',b'BikeRacket',[],672
2020-04-23 00:52:22,"b'@rlamartini @DrDenaGrayson @DrKCain @realDonaldTrump @FT @jburnmurdoch You are too stupid to be a doctor, or maybe you have dementia or a mental illness like Trump... he continually lies, says whatever nonsense comes into his head and says things Birx and Fauci have to correct or cover for. Oh yea ... and pushed a drug that is not proven to work.'",b'DPleis',[],291
timestamp,tweet_text,username,all_hashtags,followers_count
